country_code,tech_id,year,generation_twh,capacity_gw,emissions_mtco2,lcoe_usd_per_mwh
GBR,5,2005,20.0,2.57,0.24,90.0
GBR,6,2005,160.94,35.33,78.861,65.0
GBR,7,2005,160.94,31.68,131.971,70.0
GBR,1,2006,0.438,0.24,0.02,308.0
GBR,2,2006,10.684,3.81,0.118,112.8
GBR,3,2006,1.006,0.26,0.012,167.4
GBR,4,2006,48.288,11.48,1.159,58.22
GBR,5,2006,20.12,2.58,0.241,91.8
GBR,6,2006,170.588,37.45,83.588,68.22
GBR,7,2006,151.276,29.77,124.046,73.22
GBR,1,2007,0.599,0.33,0.027,271.04
GBR,2,2007,12.682,4.52,0.14,106.03
GBR,3,2007,1.265,0.33,0.015,155.68
GBR,4,2007,48.578,11.55,1.166,59.93
GBR,5,2007,20.241,2.6,0.243,93.6
GBR,6,2007,180.012,39.52,88.206,69.93
GBR,7,2007,141.438,27.84,115.979,74.93
GBR,1,2008,0.82,0.45,0.037,238.52
GBR,2,2008,15.055,5.37,0.166,99.67
GBR,3,2008,1.591,0.41,0.019,144.78
GBR,4,2008,48.869,11.62,1.173,59.32
GBR,5,2008,20.362,2.61,0.244,95.4
GBR,6,2008,189.122,41.52,92.67,69.32
GBR,7,2008,131.424,25.87,107.768,74.32
GBR,1,2009,1.121,0.61,0.05,209.89
GBR,2,2009,17.872,6.38,0.197,93.69
GBR,3,2009,2.0,0.52,0.024,134.65
GBR,4,2009,49.162,11.69,1.18,56.67
GBR,5,2009,20.484,2.63,0.246,97.2
GBR,6,2009,197.809,43.42,96.926,66.67
GBR,7,2009,121.238,23.86,99.415,71.67
GBR,1,2010,1.534,0.83,0.069,184.71
GBR,2,2010,21.215,7.57,0.233,88.07
GBR,3,2010,2.516,0.65,0.03,125.22
GBR,4,2010,49.457,11.76,1.187,53.25
GBR,5,2010,20.607,2.64,0.247,99.0
GBR,6,2010,205.93,45.21,100.906,63.25
GBR,7,2010,110.885,21.82,90.926,68.25
GBR,1,2011,2.099,1.14,0.094,162.54
GBR,2,2011,25.184,8.98,0.277,82.78
GBR,3,2011,3.163,0.82,0.038,116.46
GBR,4,2011,49.754,11.83,1.194,50.64
GBR,5,2011,20.731,2.66,0.249,100.8
GBR,6,2011,213.307,46.83,104.52,60.64
GBR,7,2011,100.38,19.76,82.312,65.64
GBR,1,2012,2.871,1.56,0.129,143.04
GBR,2,2012,29.895,10.66,0.329,77.82
GBR,3,2012,3.978,1.03,0.048,108.31
GBR,4,2012,50.053,11.9,1.201,50.09
GBR,5,2012,20.855,2.67,0.25,102.6
GBR,6,2012,219.712,48.23,107.659,60.09
GBR,7,2012,89.741,17.66,73.588,65.09
GBR,1,2013,3.929,2.14,0.177,125.87
GBR,2,2013,35.488,12.66,0.39,73.15
GBR,3,2013,5.002,1.3,0.06,100.72
GBR,4,2013,50.353,11.98,1.208,51.84
GBR,5,2013,20.98,2.69,0.252,104.4
GBR,6,2013,224.853,49.36,110.178,61.84
GBR,7,2013,79.003,15.55,64.782,66.84
GBR,1,2014,5.375,2.92,0.242,110.77
GBR,2,2014,42.127,15.03,0.463,68.76
GBR,3,2014,6.29,1.63,0.075,93.67
GBR,4,2014,50.655,12.05,1.216,55.08
GBR,5,2014,21.106,2.71,0.253,106.2
GBR,6,2014,228.36,50.13,111.896,65.08
GBR,7,2014,68.212,13.43,55.934,70.08
GBR,1,2015,7.354,4.0,0.331,97.48
GBR,2,2015,50.008,17.84,0.55,64.63
GBR,3,2015,7.91,2.05,0.095,87.12
GBR,4,2015,50.959,12.12,1.223,58.28
GBR,5,2015,21.233,2.72,0.255,108.0
GBR,6,2015,229.756,50.44,112.58,68.28
GBR,7,2015,57.439,11.31,47.1,73.28
GBR,1,2016,10.061,5.47,0.453,85.78
GBR,2,2016,59.364,21.18,0.653,60.76
GBR,3,2016,9.947,2.58,0.119,81.02
GBR,4,2016,51.265,12.19,1.23,59.94
GBR,5,2016,21.36,2.74,0.256,109.8
GBR,6,2016,228.424,50.15,111.928,69.94
GBR,7,2016,46.786,9.21,38.365,74.94
GBR,1,2017,13.766,7.48,0.619,75.48
GBR,2,2017,70.47,25.14,0.775,57.11
GBR,3,2017,12.508,3.25,0.15,75.35
GBR,4,2017,51.572,12.27,1.238,59.27
GBR,5,2017,21.488,2.76,0.258,111.6
GBR,6,2017,223.57,49.08,109.549,69.27
GBR,7,2017,36.395,7.16,29.844,74.27
GBR,1,2018,18.833,10.24,0.847,66.43
GBR,2,2018,83.653,29.84,0.92,53.68
GBR,3,2018,15.729,4.08,0.189,74.0
GBR,4,2018,51.882,12.34,1.245,56.6
GBR,5,2018,21.617,2.77,0.259,113.4
GBR,6,2018,214.164,47.02,104.94,66.6
GBR,7,2018,26.47,5.21,21.705,71.6
GBR,1,2019,25.767,14.01,1.16,58.46
GBR,2,2019,99.303,35.42,1.092,50.46
GBR,3,2019,19.779,5.13,0.237,74.0
GBR,4,2019,52.193,12.41,1.253,53.17
GBR,5,2019,21.747,2.79,0.261,115.2
GBR,6,2019,198.861,43.66,97.442,63.17
GBR,7,2019,17.292,3.4,14.179,68.17
GBR,1,2020,35.254,19.16,1.586,51.44
GBR,2,2020,117.881,42.05,1.297,47.44
GBR,3,2020,24.872,6.45,0.298,74.0
GBR,4,2020,52.506,12.49,1.26,50.6
GBR,5,2020,21.878,2.81,0.263,117.0
GBR,6,2020,175.904,38.62,86.193,60.6
GBR,7,2020,9.258,1.82,7.592,65.6
GBR,1,2021,48.233,26.22,2.17,45.27
GBR,2,2021,132.053,47.11,1.453,44.59
GBR,3,2021,31.276,8.11,0.375,74.0
GBR,4,2021,52.821,12.56,1.268,50.1
GBR,5,2021,22.009,2.82,0.264,118.8
GBR,6,2021,146.096,32.07,71.587,60.1
GBR,7,2021,7.689,1.51,6.305,65.1
GBR,1,2022,65.99,35.87,2.97,39.84
GBR,2,2022,132.846,47.39,1.461,41.91
GBR,3,2022,39.33,10.2,0.472,74.0
GBR,4,2022,53.138,12.64,1.275,51.91
GBR,5,2022,22.141,2.84,0.266,120.6
GBR,6,2022,122.905,26.98,60.223,61.91
GBR,7,2022,6.469,1.27,5.305,66.91
GBR,1,2023,90.285,49.08,4.063,36.0
GBR,2,2023,133.643,47.68,1.47,39.4
GBR,3,2023,49.458,12.83,0.593,74.0
GBR,4,2023,53.457,12.71,1.283,55.17
GBR,5,2023,22.274,2.86,0.267,122.4
GBR,6,2023,91.542,20.1,44.856,65.17
GBR,7,2023,4.818,0.95,3.951,70.17
GBR,1,2024,112.037,60.9,5.042,36.0
GBR,2,2024,134.444,47.96,1.479,37.03
GBR,3,2024,62.193,16.14,0.746,74.0
GBR,4,2024,53.778,12.79,1.291,58.35
GBR,5,2024,22.407,2.87,0.269,124.2
GBR,6,2024,60.124,13.2,29.461,68.35
GBR,7,2024,3.164,0.62,2.594,73.35
FRA,1,2005,0.44,0.24,0.02,350.0
FRA,2,2005,5.775,2.06,0.064,120.0
FRA,3,2005,0.0,0.0,0.0,180.0
FRA,4,2005,66.0,15.7,1.584,55.0
FRA,5,2005,429.0,55.03,5.148,90.0
FRA,6,2005,24.393,5.35,11.953,65.0
FRA,7,2005,24.393,4.8,20.002,70.0
FRA,1,2006,0.602,0.33,0.027,308.0
FRA,2,2006,6.855,2.45,0.075,112.8
FRA,3,2006,0.0,0.0,0.0,167.4
FRA,4,2006,66.396,15.79,1.594,58.22
FRA,5,2006,428.254,54.93,5.139,91.8
FRA,6,2006,27.132,5.96,13.295,68.22
FRA,7,2006,24.06,4.74,19.729,73.22
FRA,1,2007,0.824,0.45,0.037,271.04
FRA,2,2007,8.138,2.9,0.09,106.03
FRA,3,2007,0.0,0.0,0.0,155.68
FRA,4,2007,66.794,15.89,1.603,59.93
FRA,5,2007,427.484,54.83,5.13,93.6
FRA,6,2007,29.893,6.56,14.648,69.93
FRA,7,2007,23.487,4.62,19.259,74.93
FRA,1,2008,1.127,0.61,0.051,238.52
FRA,2,2008,9.66,3.45,0.106,99.67
FRA,3,2008,0.0,0.0,0.0,144.78
FRA,4,2008,67.195,15.98,1.613,59.32
FRA,5,2008,426.689,54.73,5.12,95.4
FRA,6,2008,32.62,7.16,15.984,69.32
FRA,7,2008,22.668,4.46,18.588,74.32
FRA,1,2009,1.542,0.84,0.069,209.89
FRA,2,2009,11.468,4.09,0.126,93.69
FRA,3,2009,0.0,0.0,0.0,134.65
FRA,4,2009,67.598,16.08,1.622,56.67
FRA,5,2009,425.869,54.62,5.11,97.2
FRA,6,2009,35.242,7.74,17.269,66.67
FRA,7,2009,21.6,4.25,17.712,71.67
FRA,1,2010,2.109,1.15,0.095,184.71
FRA,2,2010,13.613,4.86,0.15,88.07
FRA,3,2010,0.0,0.0,0.0,125.22
FRA,4,2010,68.004,16.17,1.632,53.25
FRA,5,2010,425.024,54.52,5.1,99.0
FRA,6,2010,37.667,8.27,18.457,63.25
FRA,7,2010,20.282,3.99,16.631,68.25
FRA,1,2011,2.886,1.57,0.13,162.54
FRA,2,2011,16.16,5.76,0.178,82.78
FRA,3,2011,0.0,0.0,0.0,116.46
FRA,4,2011,68.412,16.27,1.642,50.64
FRA,5,2011,424.154,54.4,5.09,100.8
FRA,6,2011,39.772,8.73,19.488,60.64
FRA,7,2011,18.716,3.68,15.347,65.64
FRA,1,2012,3.948,2.15,0.178,143.04
FRA,2,2012,19.183,6.84,0.211,77.82
FRA,3,2012,0.0,0.0,0.0,108.31
FRA,4,2012,68.822,16.37,1.652,50.09
FRA,5,2012,423.258,54.29,5.079,102.6
FRA,6,2012,41.399,9.09,20.286,60.09
FRA,7,2012,16.91,3.33,13.866,65.09
FRA,1,2013,5.402,2.94,0.243,125.87
FRA,2,2013,22.772,8.12,0.25,73.15
FRA,3,2013,0.0,0.0,0.0,100.72
FRA,4,2013,69.235,16.47,1.662,51.84
FRA,5,2013,422.336,54.17,5.068,104.4
FRA,6,2013,42.34,9.29,20.747,61.84
FRA,7,2013,14.876,2.93,12.198,66.84
FRA,1,2014,7.391,4.02,0.333,110.77
FRA,2,2014,27.032,9.64,0.297,68.76
FRA,3,2014,0.0,0.0,0.0,93.67
FRA,4,2014,69.651,16.56,1.672,55.08
FRA,5,2014,421.387,54.05,5.057,106.2
FRA,6,2014,42.321,9.29,20.737,65.08
FRA,7,2014,12.641,2.49,10.366,70.08
FRA,1,2015,10.112,5.5,0.455,97.48
FRA,2,2015,32.089,11.45,0.353,64.63
FRA,3,2015,0.0,0.0,0.0,87.12
FRA,4,2015,70.069,16.66,1.682,58.28
FRA,5,2015,420.412,53.92,5.045,108.0
FRA,6,2015,40.98,9.0,20.08,68.28
FRA,7,2015,10.245,2.02,8.401,73.28
FRA,1,2016,13.834,7.52,0.623,85.78
FRA,2,2016,38.092,13.59,0.419,60.76
FRA,3,2016,0.0,0.0,0.0,81.02
FRA,4,2016,70.489,16.76,1.692,59.94
FRA,5,2016,419.41,53.8,5.033,109.8
FRA,6,2016,37.834,8.31,18.539,69.94
FRA,7,2016,7.749,1.53,6.354,74.94
FRA,1,2017,18.928,10.29,0.852,75.48
FRA,2,2017,45.218,16.13,0.497,57.11
FRA,3,2017,0.0,0.0,0.0,75.35
FRA,4,2017,70.912,16.86,1.702,59.27
FRA,5,2017,418.381,53.66,5.021,111.6
FRA,6,2017,32.246,7.08,15.801,69.27
FRA,7,2017,5.249,1.03,4.304,74.27
FRA,1,2018,25.745,13.99,1.159,66.43
FRA,2,2018,53.365,19.04,0.587,53.68
FRA,3,2018,0.0,0.0,0.0,74.0
FRA,4,2018,70.922,16.87,1.702,56.6
FRA,5,2018,414.895,53.22,4.979,113.4
FRA,6,2018,26.3,5.77,12.887,66.6
FRA,7,2018,3.251,0.64,2.666,71.6
FRA,1,2019,34.338,18.67,1.545,58.46
FRA,2,2019,61.756,22.03,0.679,50.46
FRA,3,2019,0.0,0.0,0.0,74.0
FRA,4,2019,69.554,16.54,1.669,53.17
FRA,5,2019,403.416,51.74,4.841,115.2
FRA,6,2019,26.663,5.85,13.065,63.17
FRA,7,2019,2.318,0.46,1.901,68.17
FRA,1,2020,45.46,24.71,2.046,51.44
FRA,2,2020,70.937,25.31,0.78,47.44
FRA,3,2020,0.0,0.0,0.0,74.0
FRA,4,2020,67.707,16.1,1.625,50.6
FRA,5,2020,389.318,49.94,4.672,117.0
FRA,6,2020,26.801,5.88,13.132,60.6
FRA,7,2020,1.411,0.28,1.157,65.6
FRA,1,2021,59.644,32.42,2.684,45.27
FRA,2,2021,80.752,28.81,0.888,44.59
FRA,3,2021,0.0,0.0,0.0,74.0
FRA,4,2021,65.318,15.53,1.568,50.1
FRA,5,2021,372.314,47.75,4.468,118.8
FRA,6,2021,25.855,5.68,12.669,60.1
FRA,7,2021,1.361,0.27,1.116,65.1
FRA,1,2022,77.414,42.08,3.484,39.84
FRA,2,2022,90.94,32.44,1.0,41.91
FRA,3,2022,0.0,0.0,0.0,74.0
FRA,4,2022,62.338,14.83,1.496,51.91
FRA,5,2022,352.209,45.18,4.227,120.6
FRA,6,2022,24.675,5.42,12.091,61.91
FRA,7,2022,1.299,0.26,1.065,66.91
FRA,1,2023,99.215,53.93,4.465,36.0
FRA,2,2023,101.123,36.07,1.112,39.4
FRA,3,2023,0.0,0.0,0.0,74.0
FRA,4,2023,58.744,13.97,1.41,55.17
FRA,5,2023,328.969,42.19,3.948,122.4
FRA,6,2023,23.253,5.1,11.394,65.17
FRA,7,2023,1.224,0.24,1.004,70.17
FRA,1,2024,115.849,62.98,5.213,36.0
FRA,2,2024,112.954,40.29,1.242,37.03
FRA,3,2024,0.0,0.0,0.0,74.0
FRA,4,2024,55.608,13.22,1.335,58.35
FRA,5,2024,308.623,39.59,3.703,124.2
FRA,6,2024,22.011,4.83,10.785,68.35
FRA,7,2024,1.158,0.23,0.95,73.35
JPN,1,2005,0.84,0.46,0.038,350.0
JPN,2,2005,11.025,3.93,0.121,120.0
JPN,3,2005,0.0,0.0,0.0,180.0
JPN,4,2005,126.0,29.97,3.024,55.0
JPN,5,2005,210.0,26.94,2.52,90.0
JPN,6,2005,351.067,77.07,172.023,65.0
JPN,7,2005,351.067,69.1,287.875,70.0
JPN,1,2006,1.149,0.62,0.052,308.0
JPN,2,2006,13.088,4.67,0.144,112.8
JPN,3,2006,0.0,0.0,0.0,167.4
JPN,4,2006,126.756,30.15,3.042,58.22
JPN,5,2006,208.091,26.69,2.497,91.8
JPN,6,2006,374.825,82.29,183.664,68.22
JPN,7,2006,332.392,65.42,272.561,73.22
JPN,1,2007,1.572,0.85,0.071,271.04
JPN,2,2007,15.536,5.54,0.171,106.03
JPN,3,2007,0.0,0.0,0.0,155.68
JPN,4,2007,127.517,30.33,3.06,59.93
JPN,5,2007,206.152,26.44,2.474,93.6
JPN,6,2007,398.642,87.51,195.335,69.93
JPN,7,2007,313.219,61.65,256.84,74.93
JPN,1,2008,2.151,1.17,0.097,238.52
JPN,2,2008,18.442,6.58,0.203,99.67
JPN,3,2008,0.0,0.0,0.0,144.78
JPN,4,2008,128.282,30.51,3.079,59.32
JPN,5,2008,204.182,26.19,2.45,95.4
JPN,6,2008,422.414,92.73,206.983,69.32
JPN,7,2008,293.542,57.77,240.704,74.32
JPN,1,2009,2.943,1.6,0.132,209.89
JPN,2,2009,21.893,7.81,0.241,93.69
JPN,3,2009,0.0,0.0,0.0,134.65
JPN,4,2009,129.051,30.69,3.097,56.67
JPN,5,2009,202.18,25.93,2.426,97.2
JPN,6,2009,446.003,97.91,218.541,66.67
JPN,7,2009,273.357,53.8,224.153,71.67
JPN,1,2010,4.027,2.19,0.181,184.71
JPN,2,2010,25.988,9.27,0.286,88.07
JPN,3,2010,0.0,0.0,0.0,125.22
JPN,4,2010,129.826,30.88,3.116,53.25
JPN,5,2010,200.148,25.67,2.402,99.0
JPN,6,2010,469.23,103.01,229.923,63.25
JPN,7,2010,252.662,49.73,207.183,68.25
JPN,1,2011,5.509,2.99,0.248,162.54
JPN,2,2011,30.85,11.01,0.339,82.78
JPN,3,2011,0.0,0.0,0.0,116.46
JPN,4,2011,130.605,31.06,3.135,50.64
JPN,5,2011,198.084,25.41,2.377,100.8
JPN,6,2011,491.86,107.98,241.011,60.64
JPN,7,2011,231.464,45.56,189.8,65.64
JPN,1,2012,7.538,4.1,0.339,143.04
JPN,2,2012,36.622,13.06,0.403,77.82
JPN,3,2012,0.0,0.0,0.0,108.31
JPN,4,2012,131.388,31.25,3.153,50.09
JPN,5,2012,195.987,25.14,2.352,102.6
JPN,6,2012,513.59,112.75,251.659,60.09
JPN,7,2012,209.776,41.29,172.016,65.09
JPN,1,2013,10.313,5.61,0.464,125.87
JPN,2,2013,43.473,15.51,0.478,73.15
JPN,3,2013,0.0,0.0,0.0,100.72
JPN,4,2013,132.177,31.43,3.172,51.84
JPN,5,2013,193.859,24.87,2.326,104.4
JPN,6,2013,534.021,117.23,261.67,61.84
JPN,7,2013,187.629,36.93,153.856,66.84
JPN,1,2014,14.109,7.67,0.635,110.77
JPN,2,2014,51.606,18.41,0.568,68.76
JPN,3,2014,0.0,0.0,0.0,93.67
JPN,4,2014,132.97,31.62,3.191,55.08
JPN,5,2014,191.698,24.59,2.3,106.2
JPN,6,2014,552.627,121.32,270.787,65.08
JPN,7,2014,165.07,32.49,135.357,70.08
JPN,1,2015,19.304,10.49,0.869,97.48
JPN,2,2015,61.26,21.85,0.674,64.63
JPN,3,2015,0.0,0.0,0.0,87.12
JPN,4,2015,133.767,31.81,3.21,58.28
JPN,5,2015,189.504,24.31,2.274,108.0
JPN,6,2015,568.714,124.85,278.67,68.28
JPN,7,2015,142.179,27.98,116.587,73.28
JPN,1,2016,26.411,14.36,1.188,85.78
JPN,2,2016,72.721,25.94,0.8,60.76
JPN,3,2016,0.0,0.0,0.0,81.02
JPN,4,2016,134.57,32.0,3.23,59.94
JPN,5,2016,187.277,24.02,2.247,109.8
JPN,6,2016,581.364,127.63,284.868,69.94
JPN,7,2016,119.075,23.44,97.641,74.94
JPN,1,2017,36.134,19.64,1.626,75.48
JPN,2,2017,86.325,30.8,0.95,57.11
JPN,3,2017,0.0,0.0,0.0,75.35
JPN,4,2017,135.377,32.2,3.249,59.27
JPN,5,2017,185.016,23.73,2.22,111.6
JPN,6,2017,589.351,129.38,288.782,69.27
JPN,7,2017,95.941,18.88,78.672,74.27
JPN,1,2018,49.438,26.87,2.225,66.43
JPN,2,2018,102.475,36.56,1.127,53.68
JPN,3,2018,0.0,0.0,0.0,74.0
JPN,4,2018,136.19,32.39,3.269,56.6
JPN,5,2018,182.721,23.44,2.193,113.4
JPN,6,2018,591.041,129.75,289.61,66.6
JPN,7,2018,73.05,14.38,59.901,71.6
JPN,1,2019,67.639,36.77,3.044,58.46
JPN,2,2019,121.646,43.4,1.338,50.46
JPN,3,2019,0.0,0.0,0.0,74.0
JPN,4,2019,137.007,32.58,3.288,53.17
JPN,5,2019,180.392,23.14,2.165,115.2
JPN,6,2019,584.236,128.26,286.276,63.17
JPN,7,2019,50.803,10.0,41.658,68.17
JPN,1,2020,92.541,50.3,4.164,51.44
JPN,2,2020,144.404,51.51,1.588,47.44
JPN,3,2020,0.0,0.0,0.0,74.0
JPN,4,2020,137.829,32.78,3.308,50.6
JPN,5,2020,178.029,22.83,2.136,117.0
JPN,6,2020,565.983,124.25,277.332,60.6
JPN,7,2020,29.789,5.86,24.427,65.6
JPN,1,2021,126.61,68.82,5.697,45.27
JPN,2,2021,171.419,61.15,1.886,44.59
JPN,3,2021,0.0,0.0,0.0,74.0
JPN,4,2021,138.656,32.98,3.328,50.1
JPN,5,2021,175.631,22.53,2.108,118.8
JPN,6,2021,515.992,113.28,252.836,60.1
JPN,7,2021,27.157,5.35,22.269,65.1
JPN,1,2022,173.223,94.16,7.795,39.84
JPN,2,2022,203.488,72.59,2.238,41.91
JPN,3,2022,0.0,0.0,0.0,74.0
JPN,4,2022,139.488,33.17,3.348,51.91
JPN,5,2022,173.197,22.21,2.078,120.6
JPN,6,2022,449.352,98.65,220.182,61.91
JPN,7,2022,23.65,4.65,19.393,66.91
JPN,1,2023,236.997,128.83,10.665,36.0
JPN,2,2023,241.556,86.17,2.657,39.4
JPN,3,2023,0.0,0.0,0.0,74.0
JPN,4,2023,140.325,33.37,3.368,55.17
JPN,5,2023,170.728,21.9,2.049,122.4
JPN,6,2023,360.778,79.2,176.781,65.17
JPN,7,2023,18.988,3.74,15.57,70.17
JPN,1,2024,294.097,159.87,13.234,36.0
JPN,2,2024,286.747,102.29,3.154,37.03
JPN,3,2024,0.0,0.0,0.0,74.0
JPN,4,2024,141.167,33.57,3.388,58.35
JPN,5,2024,168.224,21.58,2.019,124.2
JPN,6,2024,271.847,59.68,133.205,68.35
JPN,7,2024,14.308,2.82,11.733,73.35
BRA,1,2005,0.32,0.17,0.014,350.0
BRA,2,2005,4.2,1.5,0.046,120.0
BRA,3,2005,0.0,0.0,0.0,180.0
BRA,4,2005,240.0,57.08,5.76,55.0
BRA,5,2005,0.0,0.0,0.0,90.0
BRA,6,2005,77.74,17.07,38.093,65.0
BRA,7,2005,77.74,15.3,63.747,70.0
BRA,1,2006,0.447,0.24,0.02,308.0
BRA,2,2006,5.095,1.82,0.056,112.8
BRA,3,2006,0.0,0.0,0.0,167.4
BRA,4,2006,246.72,58.68,5.921,58.22
BRA,5,2006,0.0,0.0,0.0,91.8
BRA,6,2006,84.237,18.49,41.276,68.22
BRA,7,2006,74.701,14.7,61.255,73.22
BRA,1,2007,0.625,0.34,0.028,271.04
BRA,2,2007,6.18,2.2,0.068,106.03
BRA,3,2007,0.0,0.0,0.0,155.68
BRA,4,2007,253.628,60.32,6.087,59.93
BRA,5,2007,0.0,0.0,0.0,93.6
BRA,6,2007,90.877,19.95,44.53,69.93
BRA,7,2007,71.403,14.05,58.55,74.93
BRA,1,2008,0.874,0.48,0.039,238.52
BRA,2,2008,7.497,2.67,0.082,99.67
BRA,3,2008,0.0,0.0,0.0,144.78
BRA,4,2008,260.73,62.01,6.258,59.32
BRA,5,2008,0.0,0.0,0.0,95.4
BRA,6,2008,97.615,21.43,47.831,69.32
BRA,7,2008,67.834,13.35,55.624,74.32
BRA,1,2009,1.223,0.66,0.055,209.89
BRA,2,2009,9.094,3.24,0.1,93.69
BRA,3,2009,0.0,0.0,0.0,134.65
BRA,4,2009,268.03,63.74,6.433,56.67
BRA,5,2009,0.0,0.0,0.0,97.2
BRA,6,2009,104.39,22.92,51.151,66.67
BRA,7,2009,63.981,12.59,52.464,71.67
BRA,1,2010,1.709,0.93,0.077,184.71
BRA,2,2010,11.031,3.94,0.121,88.07
BRA,3,2010,0.0,0.0,0.0,125.22
BRA,4,2010,275.535,65.53,6.613,53.25
BRA,5,2010,0.0,0.0,0.0,99.0
BRA,6,2010,111.117,24.39,54.447,63.25
BRA,7,2010,59.832,11.78,49.062,68.25
BRA,1,2011,2.39,1.3,0.108,162.54
BRA,2,2011,13.381,4.77,0.147,82.78
BRA,3,2011,0.0,0.0,0.0,116.46
BRA,4,2011,283.25,67.36,6.798,50.64
BRA,5,2011,0.0,0.0,0.0,100.8
BRA,6,2011,117.682,25.83,57.664,60.64
BRA,7,2011,55.38,10.9,45.412,65.64
BRA,1,2012,3.341,1.82,0.15,143.04
BRA,2,2012,16.232,5.79,0.179,77.82
BRA,3,2012,0.0,0.0,0.0,108.31
BRA,4,2012,291.181,69.25,6.988,50.09
BRA,5,2012,0.0,0.0,0.0,102.6
BRA,6,2012,123.929,27.21,60.725,60.09
BRA,7,2012,50.619,9.96,41.508,65.09
BRA,1,2013,4.671,2.54,0.21,125.87
BRA,2,2013,19.69,7.02,0.217,73.15
BRA,3,2013,0.0,0.0,0.0,100.72
BRA,4,2013,299.334,71.19,7.184,51.84
BRA,5,2013,0.0,0.0,0.0,104.4
BRA,6,2013,129.644,28.46,63.526,61.84
BRA,7,2013,45.551,8.97,37.352,66.84
BRA,1,2014,6.53,3.55,0.294,110.77
BRA,2,2014,23.885,8.52,0.263,68.76
BRA,3,2014,0.0,0.0,0.0,93.67
BRA,4,2014,307.715,73.18,7.385,55.08
BRA,5,2014,0.0,0.0,0.0,106.2
BRA,6,2014,134.541,29.54,65.925,65.08
BRA,7,2014,40.187,7.91,32.953,70.08
BRA,1,2015,9.13,4.96,0.411,97.48
BRA,2,2015,28.973,10.34,0.319,64.63
BRA,3,2015,0.0,0.0,0.0,87.12
BRA,4,2015,316.331,75.23,7.592,58.28
BRA,5,2015,0.0,0.0,0.0,108.0
BRA,6,2015,138.227,30.34,67.731,68.28
BRA,7,2015,34.557,6.8,28.337,73.28
BRA,1,2016,12.764,6.94,0.574,85.78
BRA,2,2016,35.146,12.54,0.387,60.76
BRA,3,2016,0.0,0.0,0.0,81.02
BRA,4,2016,325.189,77.34,7.805,59.94
BRA,5,2016,0.0,0.0,0.0,109.8
BRA,6,2016,140.172,30.77,68.684,69.94
BRA,7,2016,28.71,5.65,23.542,74.94
BRA,1,2017,17.846,9.7,0.803,75.48
BRA,2,2017,42.633,15.21,0.469,57.11
BRA,3,2017,0.0,0.0,0.0,75.35
BRA,4,2017,334.294,79.5,8.023,59.27
BRA,5,2017,0.0,0.0,0.0,111.6
BRA,6,2017,139.65,30.66,68.428,69.27
BRA,7,2017,22.734,4.47,18.642,74.27
BRA,1,2018,24.95,13.56,1.123,66.43
BRA,2,2018,51.716,18.45,0.569,53.68
BRA,3,2018,0.0,0.0,0.0,74.0
BRA,4,2018,343.654,81.73,8.248,56.6
BRA,5,2018,0.0,0.0,0.0,113.4
BRA,6,2018,135.669,29.78,66.478,66.6
BRA,7,2018,16.768,3.3,13.75,71.6
BRA,1,2019,34.882,18.96,1.57,58.46
BRA,2,2019,62.734,22.38,0.69,50.46
BRA,3,2019,0.0,0.0,0.0,74.0
BRA,4,2019,353.277,84.02,8.479,53.17
BRA,5,2019,0.0,0.0,0.0,115.2
BRA,6,2019,126.87,27.85,62.166,63.17
BRA,7,2019,11.032,2.17,9.046,68.17
BRA,1,2020,48.767,26.51,2.195,51.44
BRA,2,2020,76.099,27.15,0.837,47.44
BRA,3,2020,0.0,0.0,0.0,74.0
BRA,4,2020,363.168,86.37,8.716,50.6
BRA,5,2020,0.0,0.0,0.0,117.0
BRA,6,2020,111.384,24.45,54.578,60.6
BRA,7,2020,5.862,1.15,4.807,65.6
BRA,1,2021,68.181,37.06,3.068,45.27
BRA,2,2021,92.311,32.93,1.015,44.59
BRA,3,2021,0.0,0.0,0.0,74.0
BRA,4,2021,373.337,88.79,8.96,50.1
BRA,5,2021,0.0,0.0,0.0,118.8
BRA,6,2021,83.98,18.44,41.15,60.1
BRA,7,2021,4.42,0.87,3.624,65.1
BRA,1,2022,95.322,51.82,4.289,39.84
BRA,2,2022,111.976,39.95,1.232,41.91
BRA,3,2022,0.0,0.0,0.0,74.0
BRA,4,2022,383.79,91.27,9.211,51.91
BRA,5,2022,0.0,0.0,0.0,120.6
BRA,6,2022,46.134,10.13,22.606,61.91
BRA,7,2022,2.428,0.48,1.991,66.91
BRA,1,2023,125.815,68.39,5.662,36.0
BRA,2,2023,128.235,45.75,1.411,39.4
BRA,3,2023,0.0,0.0,0.0,74.0
BRA,4,2023,372.472,88.58,8.939,55.17
BRA,5,2023,0.0,0.0,0.0,122.4
BRA,6,2023,29.487,6.47,14.449,65.17
BRA,7,2023,1.552,0.31,1.273,70.17
BRA,1,2024,147.753,80.32,6.649,36.0
BRA,2,2024,144.06,51.39,1.585,37.03
BRA,3,2024,0.0,0.0,0.0,74.0
BRA,4,2024,354.608,84.33,8.511,58.35
BRA,5,2024,0.0,0.0,0.0,124.2
BRA,6,2024,28.073,6.16,13.756,68.35
BRA,7,2024,1.478,0.29,1.212,73.35
CAN,1,2005,0.464,0.25,0.021,350.0
CAN,2,2005,6.09,2.17,0.067,120.0
